class,latitude,longitude
0,12.9768208,77.64010604
0,12.97654981,77.64010318
0,12.97738522,77.63790114
0,12.97765341,77.63818033
0,12.97928498,77.63764483
0,12.9779216,77.63845952
0,12.97873738,77.63819177
0,12.97927376,77.63875015
0,12.97792721,77.63790686
0,12.97790477,77.64011748
0,12.9762704,77.64092929
0,12.9762732,77.64065297
0,12.97490982,77.64146763
0,12.97653577,77.64148481
0,12.97707776,77.64149053
0,12.97896909,77.64206323
0,12.97896628,77.64233956
0,12.97760008,77.64343054
0,12.97759446,77.64398319
0,12.97759727,77.64370687
0,12.97542372,77.6442366
0,12.97515554,77.64395741
0,12.97543496,77.6431313
0,12.97516677,77.64285211
0,12.97598817,77.64203173
0,12.97544338,77.64230233
0,12.97544619,77.642026
0,12.9749014,77.6422966
0,12.97489859,77.64257292
0,12.97489578,77.64284925
0,12.97221393,77.64005741
0,12.97194294,77.64005455
0,12.9732586,77.64393735
0,12.97326422,77.64338471
0,12.97299603,77.64310552
0,12.97272504,77.64310266
0,12.97245405,77.6430998
0,12.97245686,77.64282348
0,12.97137008,77.64308834
0,12.97109909,77.64308548
0,12.97083652,77.64225366
0,12.97110751,77.64225652
0,12.97111313,77.64170388
0,12.97165511,77.64170961
0,12.9716495,77.64226225
0,12.97164107,77.64309121
0,12.97246247,77.64227083
0,12.97273627,77.64199738
0,12.97219148,77.64226797
0,12.97301007,77.64172392
0,13.00857738,77.58156926
0,13.00830638,77.58156645
0,13.00776437,77.58156084
0,13.00830088,77.5821192
0,13.00884289,77.58212481
0,13.00804087,77.5810109
0,13.00750161,77.58072892
0,13.00831738,77.58046095
0,13.00804912,77.58018178
0,13.00778087,77.5799026
0,13.00751536,77.57934705
0,13.0072471,77.57906787
0,13.00751536,77.57934705
0,13.0072471,77.57906787
0,13.0066996,77.57961502
0,13.00642584,77.57988859
0,13.00642584,77.57988859
0,13.00587834,77.58043572
0,13.00559908,77.58126203
0,13.00642035,77.58044133
0,13.00587559,77.58071209
0,13.0066886,77.58072051
0,13.00668585,77.58099688
0,13.00668585,77.58099688
0,13.00722511,77.58127886
0,13.00720861,77.58293709
0,13.0069376,77.58293429
0,13.00692935,77.5837634
0,13.00720035,77.58376621
0,13.00747135,77.58376902
0,13.00774236,77.58377183
0,13.00747411,77.58349265
0,13.00747411,77.58349265
0,13.0069321,77.58348703
0,13.0069376,77.58293429
0,13.00938765,77.58185405
0,13.0093904,77.58157767
0,13.0096669,77.58102772
0,13.00993791,77.58103053
0,13.01075092,77.58103894
0,13.01020891,77.58103333
0,13.01075367,77.58076257
0,13.01048266,77.58075976
0,13.00994615,77.5802014
0,13.0099489,77.57992503
0,13.01021991,77.57992783
0,13.00995715,77.5790959
0,13.01076742,77.57938068
0,13.01104117,77.57910711
0,13.01076192,77.57993344
0,13.01103017,77.58021262
0,13.01103292,77.57993624
0,12.97492666,77.63980969
0,12.97438467,77.63980397
0,12.97437626,77.64063294
0,12.97436503,77.64173823
0,12.97437064,77.64118558
0,12.97546864,77.63981541
0,12.97547425,77.63926276
0,12.9738483,77.6392456
0,12.97383427,77.64062721
0,12.97329229,77.64062149
0,12.9727475,77.64089209
0,12.97381743,77.64228515
0,12.97434818,77.64339617
0,12.97408,77.64311698
0,12.9765133,77.64369541
0,12.97679553,77.64259297
0,12.97706653,77.64259583
0,12.97704686,77.64453011
0,12.97762255,77.64121993
0,12.9781533,77.64233096
0,12.97814768,77.64288362
0,12.9778795,77.64260443
0,12.97870652,77.64123138
0,12.97597975,77.6428607
0,12.97597413,77.64341335
0,13.01073991,77.58214445
0,13.01020066,77.58186246
0,13.01046066,77.58297077
0,13.0099214,77.58268878
0,13.0096504,77.58268598
0,13.00911114,77.58240399
0,13.00937113,77.58351229
0,13.00855812,77.58350387
0,13.00856363,77.58295113
0,13.00856638,77.58267475
0,13.00885664,77.58074294
0,13.00886214,77.58019019
0,13.00886763,77.57963744
0,13.00914414,77.57908749
0,13.0080711,77.57797078
