class,latitude,longitude
0,22.5492912922148 ,88.3553068006947 
0,22.5490105128407 ,88.3564709274335 
0,22.5484563203932 ,88.3579240899934 
0,22.5479070451388 ,88.3587938591753 
0,22.5476311732308 ,88.3593745861154 
0,22.5473478977012 ,88.3608303784105 
0,22.5470720187343 ,88.3614110986032 
0,22.5462567237716 ,88.3616948113404 
0,22.5465251959172 ,88.3619891572345 
0,22.5451531845578 ,88.3640176523578 
0,22.5446038783365 ,88.3648873755675 
0,22.5443378857582 ,88.3643013462363 
0,22.5446137744050 ,88.3637206435216 
0,22.5542075288147 ,88.3506871712871 
0,22.5514760282789 ,88.3532860831846 
0,22.5506607452952 ,88.3535698520251 
0,22.5523158275715 ,88.3500853039403 
0,22.5533995995220 ,88.3500958508936 
0,22.5511928054151 ,88.3547419309609 
0,22.5506484627951 ,88.3550283366851 
0,22.5500942823688 ,88.3564815225381 
0,22.5492691471185 ,88.3579320445552 
0,22.5479880814061 ,88.3491680469192 
0,22.5477048970945 ,88.3506238690189 
0,22.5474167945398 ,88.3526630651893 
0,22.5463354757402 ,88.3523608132286 
0,22.5466211246139 ,88.3506133208995 
0,22.5466309179915 ,88.3494465649778 
0,22.5473700883139 ,88.3582051740546 
0,22.5465621867245 ,88.3576138428595 
0,22.5452099364947 ,88.3573089052276 
0,22.5452173183059 ,88.3564338496712 
0,22.5473799370633 ,88.3570384155082 
0,22.5470942185673 ,88.3587859000999 
0,22.5465547980785 ,88.3584889064652 
0,22.5289484535635 ,88.3577332899756 
0,22.5286725886589 ,88.3583139420727 
0,22.5286676645801 ,88.3588972425285 
0,22.5281356247199 ,88.3577253445349 
0,22.5289287527606 ,88.3600664960218 
0,22.5289361445230 ,88.3591915440587 
0,22.5283819370478 ,88.3606444887568 
0,22.5281060620204 ,88.3612251321647 
0,22.5272981664744 ,88.3606338725024 
0,22.5275789673277 ,88.3594699355007 
0,22.5272882999597 ,88.3618004605833 
0,22.5272833635335 ,88.3623837543799 
0,22.5272759549333 ,88.3632586947699 
0,22.5270296890830 ,88.3603395719871 
0,22.5270198248122 ,88.3615061579567 
0,22.5286504136670 ,88.3609387928454 
0,22.5289164225930 ,88.3615247484817 
0,22.5283572536023 ,88.3635609804778 
0,22.5280863113017 ,88.3635583206686 
0,22.5280788960677 ,88.3644332656863 
0,22.5278030077922 ,88.3650138995503 
0,22.5280690016949 ,88.3655998584731 
0,22.5288843023610 ,88.3653162001199 
0,22.5283424181833 ,88.3653108735575 
0,22.5288917226448 ,88.3644412503524 
0,22.5288966668598 ,88.3638579503038 
0,22.5286331368736 ,88.3629803411719 
0,22.5409215175232 ,88.3517246613412 
0,22.5409117099706 ,88.3528913681775 
0,22.5409018939622 ,88.3540580743674 
0,22.5406309510125 ,88.3540554314587 
0,22.5406260399027 ,88.3546387831734 
0,22.5406211266790 ,88.3552221347263 
0,22.5400792410129 ,88.3552168444791 
0,22.5395373553092 ,88.3552115543937 
0,22.5406162113413 ,88.3558054861174 
0,22.5400866098596 ,88.3543418205023 
0,22.5398156669143 ,88.3543391771459 
0,22.5398205767711 ,88.3537558287635 
0,22.5390028380221 ,88.3543312473195 
0,22.5392664124432 ,88.3552089094117 
0,22.5387269833301 ,88.3549119477948 
0,22.5406112938897 ,88.3563888373465 
0,22.5400644890508 ,88.3569668913401 
0,22.5395250636559 ,88.3566699211906 
0,22.5406014526447 ,88.3575555393188 
0,22.5395324402332 ,88.3557949012339 
0,22.5392541209535 ,88.3566672733645 
0,22.5389905546227 ,88.3557896090351 
0,22.5387220695073 ,88.3554952913030 
0,22.5010117581477 ,88.3609598111332 
0,22.4999255204611 ,88.3612407963691 
0,22.4993885599063 ,88.3606523162464 
0,22.4993959456882 ,88.3597775503920 
0,22.5010216076994 ,88.3597934431201 
0,22.5007358867590 ,88.3615403426013 
0,22.5218618609084 ,88.3302478726099 
0,22.5213223780593 ,88.3299510464073 
0,22.5205095391552 ,88.3299432664433 
0,22.5202385928350 ,88.3299406732013 
0,22.5194257538180 ,88.3299328937136 
0,22.5199628270134 ,88.3305213507266 
0,22.5207756657813 ,88.3305291338620 
0,22.5188862699188 ,88.3296360744364 
0,22.5183443770921 ,88.3296308896047 
0,22.5189151346476 ,88.3261364735386 
0,22.5183780443209 ,88.3255480372458 
0,22.5181022942399 ,88.3261287168056 
0,22.5178241387477 ,88.3270010252481 
0,22.5178145197958 ,88.3281675499483 
0,22.5175507880989 ,88.3272900687509 
0,22.5183636281788 ,88.3272978320646 
0,22.5183540068589 ,88.3284643611518 
0,22.5189055215184 ,88.3273030078051 
0,22.5188958999421 ,88.3284695414379 
0,22.5186297651851 ,88.3278836856743 
0,22.5183491930313 ,88.3290476254576 
0,22.5215885044647 ,88.3305369173548 
0,22.5207708439848 ,88.3311124078403 
0,22.5194209344544 ,88.3305161621682 
0,22.5186080955455 ,88.3305083796284 
0,22.5191451667497 ,88.3310968351080 
0,22.5194112893918 ,88.3316826986011 
0,22.5188742205109 ,88.3310942397917 
0,22.5188693970522 ,88.3316775056558 
0,22.5207901184993 ,88.3287793109746 
0,22.5207973377304 ,88.3279043989954 
0,22.5213392307728 ,88.3279095777219 
0,22.5262210779251 ,88.3273728958090 
0,22.5251396970339 ,88.3270708936302 
0,22.5259525364206 ,88.3270786585660 
0,22.5256719672994 ,88.3282426608371 
0,22.5251228522677 ,88.3291124188459 
0,22.5237777489983 ,88.3279328839530 
0,22.5240583152080 ,88.3267688965927 
0,22.5232406668826 ,88.3273444194327 
0,22.5226939632143 ,88.3279225252318 
0,22.5235068025664 ,88.3279302942132 
0,22.5232286360285 ,88.3288026318365 
0,22.5226843356191 ,88.3290890903703 
0,22.5226771093784 ,88.3299640138078 
0,22.5234875381577 ,88.3302634374958 
0,22.5245761423300 ,88.3296905247508 
0,22.5240414750357 ,88.3288104061710 
0,22.5237633036678 ,88.3296827450631 
0,22.5248422689404 ,88.3302764093258 
0,22.5248326234203 ,88.3314429913820 
0,22.5223965208816 ,88.3311279820026 
0,22.5232117706545 ,88.3308441275360 
0,22.5167235139408 ,88.3290320787329 
0,22.5167283273835 ,88.3284488212450 
0,22.5246002082811 ,88.3267740717233 
0,22.5235188256598 ,88.3264720783733 
0,22.5248205546381 ,88.3329012180581 
0,22.5213079122842 ,88.3317008751613 
0,22.5170662325404 ,88.3529507736150 
0,22.5170588783646 ,88.3538256531116 
0,22.5173200090443 ,88.3549948002069 
0,22.5162534008851 ,88.3529428607916 
0,22.5165169907998 ,88.3538203744469 
0,22.5165071781033 ,88.3549868753319 
0,22.5167683004866 ,88.3561560194270 
0,22.5173249166443 ,88.3544115464366 
0,22.5175835872151 ,88.3558723239695 
0,22.5175713008951 ,88.3573304599213 
0,22.5170294141530 ,88.3573251674600 
0,22.5162239568537 ,88.3564423561437 
0,22.5157066111384 ,88.3535208331349 
0,22.5156943470777 ,88.3549789508208 
0,22.5159530133420 ,88.3564397117996 
0,22.5181328399006 ,88.3550027254459 
0,22.5192190685368 ,88.3547216621550 
0,22.5187016945577 ,88.3518000801558 
0,22.5178913110026 ,88.3515005449782 
0,22.5173592107223 ,88.3503287655216 
0,22.5184405409915 ,88.3506309259692 
0,22.5178864138297 ,88.3520838018287 
0,22.5176252619881 ,88.3509146541741 
0,22.5168124297042 ,88.3509067530391 
0,22.5168026379917 ,88.3520732578113 
0,22.5165316940087 ,88.3520706219078 
0,22.5162680943967 ,88.3511931109346 
0,22.5186796350181 ,88.3544247496888 
0,22.5145194129269 ,88.3657583406897 
0,22.5150662440684 ,88.3651804236907 
0,22.5158741253711 ,88.3657716526925 
0,22.5148027166502 ,88.3643029013489 
0,22.5136991626800 ,88.3666252076679 
0,22.5134306949509 ,88.3663309265196 
0,22.5134356428022 ,88.3657476918210 
0,22.5142410475446 ,88.3666305355103 
0,22.5131548025657 ,88.3669114966679 
0,22.5128888099639 ,88.3663256000578 
0,22.5120809299346 ,88.3657343816519 
0,22.5115365712906 ,88.3660206712635 
0,22.5118000903104 ,88.3668981753434 
0,22.5123419752408 ,88.3669035037508 
0,22.5120759824129 ,88.3663176106708 
0,22.5115291478312 ,88.3668955112008 
0,22.5139750541557 ,88.3660446346796 
0,22.5151598195041 ,88.3540988009336 
0,22.5146228356524 ,88.3535102790472 
0,22.5147755045582 ,88.3675107236559 
0,22.5139602007062 ,88.3677943448575 
0,22.5134207929151 ,88.3674973954276 
0,22.5151524596802 ,88.3549736680155 
0,22.5170466108475 ,88.3552837847979 
0,22.5135390600158 ,88.3534997256057 
0,22.5138001946610 ,88.3546688422297 
0,22.5137903769384 ,88.3558353199072 
0,22.5368328385338 ,88.3546017707684 
0,22.5373722686013 ,88.3548987267403 
0,22.5370988691764 ,88.3551877510123 
0,22.5365520689093 ,88.3557657961438 
0,22.5365496109386 ,88.3560574632465 
0,22.5368131766200 ,88.3569351123014 
0,22.5368107165030 ,88.3572267798108 
0,22.5373526019368 ,88.3572320770497 
0,22.5378920265566 ,88.3575290441946 
0,22.5381555836098 ,88.3584067042198 
0,22.5376161608235 ,88.3581097331339 
0,22.5373476799867 ,88.3578154142220 
0,22.5362712910831 ,88.3569298163621 
0,22.5370890380886 ,88.3563544240539 
0,22.5360052667528 ,88.3563438367253 
0,22.5357392401687 ,88.3557578592419 
0,22.5362860402960 ,88.3551798172801 
0,22.5365618955083 ,88.3545991273285 
0,22.5379116979720 ,88.3551956851087 
0,22.5381777261362 ,88.3557816710404 
2,22.4945066483045 ,88.3611877727829 
2,22.4939622975020 ,88.3614740484240 
2,22.4939622975020 ,88.3614740484240 
2,22.4936913538095 ,88.3614713971847 
2,22.4928785226756 ,88.3614634437106 
2,22.4926001861347 ,88.3623355151996 
2,22.4925977208100 ,88.3626270893069 
2,22.4928661985238 ,88.3629213172872 
2,22.4928637321117 ,88.3632128918806 
2,22.4925927885788 ,88.3632102373997 
2,22.4923267772019 ,88.3626244360014 
2,22.4923218450365 ,88.3632075829595 
2,22.4920558335844 ,88.3626217827365 
2,22.4917848899576 ,88.3626191295122 
2,22.4928612651724 ,88.3635044664333 
2,22.4934031521442 ,88.3635097766517 
2,22.4936716280507 ,88.3638040080360 
2,22.4939425714802 ,88.3638066638142 
2,22.4939450390784 ,88.3635150870326 
2,22.4942135149003 ,88.3638093196330 
2,22.4944869259750 ,88.3635203975763 
2,22.4942159825314 ,88.3635177422841 
2,22.4947652693360 ,88.3626483172141 
2,22.4950386784800 ,88.3623593916717 
2,22.4950312800364 ,88.3632341291908 
2,22.4947554017123 ,88.3638146313927 
2,22.4947578694091 ,88.3635230529091 
2,22.4947529334881 ,88.3641062098357 
2,22.4944819901198 ,88.3641035533681 
2,22.4942110467420 ,88.3641008969412 
2,22.4953096220269 ,88.3623620448162 
2,22.4953022234847 ,88.3632367840375 
2,22.4955830307235 ,88.3620731176122 
2,22.4936962799766 ,88.3608882440658 
2,22.4934253362090 ,88.3608855940018 
2,22.4931568546590 ,88.3605913684928 
2,22.4928834486456 ,88.3608802939957 
2,22.4926100421613 ,88.3611692183640 
2,22.4920632277797 ,88.3617470636965 
2,22.4917898198826 ,88.3620359846607 
2,22.4920656914571 ,88.3614554906019 
2,22.4917972108160 ,88.3611612670790 
2,22.4923366352060 ,88.3614581415975 
2,22.4928785226756 ,88.3614634437106 
2,22.5349998988965 ,88.3469999932138 
2,22.5349974569724 ,88.3472916581145 
2,22.5349950145199 ,88.3475833229750 
2,22.5349876839923 ,88.3484583173150 
2,22.5347118506210 ,88.3490390143222 
2,22.5347118506210 ,88.3490390143222 
2,22.5344360152571 ,88.3496197089337 
2,22.5344335686430 ,88.3499113723348 
2,22.5344286738299 ,88.3504946990159 
2,22.5347020650910 ,88.3502056702816 
2,22.5347069589127 ,88.3496223423825 
2,22.5349803487097 ,88.3493333112928 
2,22.5349827943322 ,88.3490416466738 
2,22.5349876839923 ,88.3484583173150 
2,22.5352635153711 ,88.3478776179123 
2,22.5352561831609 ,88.3487526138378 
2,22.5352610718293 ,88.3481692832610 
2,22.5347216276976 ,88.3478723577184 
2,22.5344457964302 ,88.3484530549268 
2,22.5344384613429 ,88.3493280454924 
2,22.5339063527378 ,88.3481561302345 
2,22.5336256302221 ,88.3493201470939 
2,22.5333497940571 ,88.3499008366679 
2,22.5338916813689 ,88.3499061044208 
2,22.5341748526350 ,88.3484504237930 
2,22.5341772965749 ,88.3481587607593 
2,22.5344555691500 ,88.3472864002758 
2,22.5344604523399 ,88.3467030727089 
2,22.5341919491195 ,88.3464087817122 
2,22.5339136812900 ,88.3472811425979 
2,22.5336427373458 ,88.3472785138193 
2,22.5333669083493 ,88.3478592079376 
2,22.5333620211930 ,88.3484425306333 
2,22.5336305206133 ,88.3487368235024 
2,22.5330837427612 ,88.3493148816962 
2,22.5330812968382 ,88.3496065422942 
2,22.5336231842340 ,88.3496118088292 
2,22.5330886330221 ,88.3487315603794 
2,22.5330910773602 ,88.3484398996605 
2,22.5333669083493 ,88.3478592079376 
2,22.5331008494294 ,88.3472732563828 
2,22.5781345162827 ,88.4650039576808 
2,22.5778316260213 ,88.4685019726275 
2,22.5781212080623 ,88.4664626611330 
2,22.5770454799134 ,88.4655759762636 
2,22.5762380150169 ,88.4649839059934 
2,22.5754199076253 ,88.4655587831833 
2,22.5751303389781 ,88.4675980578518 
2,22.5764769843844 ,88.4684876157970 
2,22.5778156166673 ,88.4702524100611 
2,22.5759244578709 ,88.4696488158787 
2,22.5810934289999 ,88.4673694469690 
2,22.5805248971023 ,88.4702811612134 
2,22.5829819291275 ,88.4682647880318 
2,22.5805409085845 ,88.4685306895795 
2,22.5829498896244 ,88.4717657918144 
2,22.5835131137805 ,88.4694375381233 
2,22.5811067471081 ,88.4659107128229 
2,22.5775740241068 ,88.4670404049552 
2,22.5821344330884 ,88.4720489045885 
2,22.5824347383099 ,88.4688425434298 
2,22.5833345239861 ,88.4291698200191 
2,22.5819876442221 ,88.4282805830767 
2,22.5825139358533 ,88.4300366980121 
2,22.5817115220988 ,88.4288612957730 
2,22.5830609950785 ,88.4294587804905 
2,22.5825243208662 ,88.4288696795030 
2,22.5835898721248 ,88.4309231563144 
2,22.5835976668587 ,88.4300478860393 
2,22.5830506055533 ,88.4306258032190 
2,22.5838737934970 ,88.4294671682821 
2,22.5836132420290 ,88.4282973443353 
2,22.5844156590620 ,88.4294727603568 
2,22.5844052688465 ,88.4306397944892 
2,22.5841291379907 ,88.4312205118189 
2,22.5838530051455 ,88.4318012267394 
2,22.5841525132821 ,88.4285946899608 
2,22.5835820726251 ,88.4317984262047 
2,22.5852154677274 ,88.4309399499012 
2,22.5855045822851 ,88.4289004231345 
2,22.5849575245893 ,88.4294783526024 
2,22.5855149603429 ,88.4277333788533 
2,22.5852518052753 ,88.4268553040969 
2,22.5855279209994 ,88.4262745725417 
2,22.5860490432524 ,88.4286142512941 
2,22.5860620121975 ,88.4271554399199 
2,22.5860697872093 ,88.4262801525834 
2,22.5871509282368 ,88.4265830779477 
2,22.5879403809910 ,88.4292173469546 
2,22.5874088967448 ,88.4280446948315 
2,22.5873907241853 ,88.4300870495199 
2,22.5714525693989 ,88.3937443445283 
2,22.5714500388968 ,88.3940360803413 
2,22.5711841619398 ,88.3934498847938 
2,22.5711791015323 ,88.3940333553219 
2,22.5709132244985 ,88.3934471609557 
2,22.5706372267749 ,88.3940279054079 
2,22.5709132244985 ,88.3934471609557 
2,22.5706372267749 ,88.3940279054079 
2,22.5706397571760 ,88.3937361713044 
2,22.5706422870478 ,88.3934444371591 
2,22.5703713495877 ,88.3934417134043 
2,22.5703688197495 ,88.3937334469797 
2,22.5703738788967 ,88.3931499797872 
2,22.5700978823135 ,88.3937307226966 
2,22.5698320038808 ,88.3931445335419 
2,22.5698294746391 ,88.3934362660194 
2,22.5703662893820 ,88.3940251805135 
2,22.5700953519797 ,88.3940224556606 
2,22.5703637584854 ,88.3943169140056 
2,22.5701054701396 ,88.3928555235548 
2,22.5200146083247 ,88.3885613975034 
2,22.5194777584722 ,88.3879727280540 
2,22.5192017891146 ,88.3885532752681 
2,22.5197411529664 ,88.3888503178484 
2,22.5197361201205 ,88.3894335733206 
2,22.5183864543562 ,88.3888367783632 
2,22.5191942408388 ,88.3894281551295 
2,22.5183763872233 ,88.3900032777786 
2,22.5194601455938 ,88.3900141183743 
2,22.5194626633030 ,88.3897224913100 
2,22.5197310851629 ,88.3900168286269 
2,22.5205514557598 ,88.3891500714982 
2,22.5197260480937 ,88.3906000837673 
2,22.5194525892988 ,88.3908889993182 
2,22.5191841690803 ,88.3905946610309 
2,22.5194500694779 ,88.3911806262165 
2,22.5199919483382 ,88.3911860513085 
2,22.5199793409796 ,88.3926441908589 
2,22.5205212194663 ,88.3926496217989 
2,22.5210681427113 ,88.3920717926640 
2,22.5202452335216 ,88.3932301629738 
2,22.5194298919068 ,88.3935136399076 
2,22.5191564281930 ,88.3938025488348 
2,22.5191513775326 ,88.3943858006225 
2,22.5191488514106 ,88.3946774264539 
2,22.5205161726930 ,88.3932328796009 
2,22.5925552248736 ,88.3974583406125 
2,22.5938895739566 ,88.3998062738989 
2,22.5941503310051 ,88.4009761445047 
2,22.5930614954187 ,88.4015487389945 
2,22.5917398766904 ,88.3977419151772 
2,22.5903775745147 ,88.3986035660594 
2,22.5928083733676 ,88.3995035368140 
2,22.5901015551876 ,88.3991843784935 
2,22.5908991008400 ,88.4009432475625 
2,22.5911573030767 ,88.4024048704809 
2,22.5922639581760 ,88.3997898386177 
2,22.5957632090385 ,88.4024515254695 
2,22.5954795238529 ,88.4039077070539 
2,22.5949504023026 ,88.4024432913558 
2,22.5941324975633 ,88.4030186225719 
2,22.5946641661856 ,88.4041912479358 
2,22.5938437028386 ,88.4050583489540 
2,22.5930411048292 ,88.4038829805471 
2,22.5927548543445 ,88.4056309093463 
2,22.5911394536996 ,88.4044473031517 
2,22.5908838190589 ,88.4026939020984 
2,22.5900786548839 ,88.4018103465918 
2,22.5895495105537 ,88.4003459961403 
2,22.5892938296669 ,88.3985926203405 
2,22.5917322553618 ,88.3986172491487 
2,22.5909321459410 ,88.3971501575651 
2,22.5925196238787 ,88.4015432538050 
2,22.5884581319883 ,88.4012103495404 
2,22.5871136295795 ,88.4000295715413 
2,22.5857589487738 ,88.4000158777477 
2,22.5865564882869 ,88.4017746944319 
2,22.5873743880926 ,88.4011993844593 
2,22.5881719131000 ,88.4029582282675 
2,22.5876198426168 ,88.4041198135215 
2,22.5884249944356 ,88.4050033651774 
2,22.5903317494605 ,88.4038555106377 
2,22.5968265441206 ,88.4047968093253 
2,22.5976316881334 ,88.4056804266272 
2,22.5960111851411 ,88.4050803471690 
2,22.5951932716218 ,88.4056556662848 
2,22.5962667900332 ,88.4068338166093 
2,22.5984317128404 ,88.4071476362372 
2,22.5986949729257 ,88.4080257650270 
2,22.5973326196314 ,88.4088873507055 
2,22.5973428573673 ,88.4077201966053 
2,22.5946437358215 ,88.4065255138523 
2,22.5935548826179 ,88.4070980653323 
